match,market,question,prob,pct,source,note,commence,match_id,weather_adj,home_adv,referee,ref_card_factor,value,tier
Norway vs France,Offsides,Will Norway be caught offside 2 or more times?,0.4082,40.8,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.092,SKIP
Norway vs France,Offsides,Will Norway be caught offside more often than France?,0.3842,38.4,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.116,SKIP
Norway vs France,Offsides,Will there be over 2.5 total offsides?,0.5181,51.8,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.018,SKIP
Norway vs France,Offsides,Will there be over 3.5 total offsides?,0.2965,29.7,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.204,MEDIUM
Norway vs France,Offsides,Will there be over 4.5 total offsides?,0.1443,14.4,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.356,MEDIUM
Norway vs France,Shots,Will Norway have more shots on target than France?,0.3094,30.9,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.191,MEDIUM
Norway vs France,Shots,Will Norway have more shots than France?,0.2285,22.9,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.271,MEDIUM
Norway vs France,Shots,Will there be over 20.5 total shots?,0.7291,72.9,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.229,MEDIUM
Norway vs France,Shots,Will there be over 24.5 total shots?,0.4106,41.1,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.089,SKIP
Norway vs France,Shots,Will there be over 7.5 total shots on target?,0.5565,55.6,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.056,SKIP
Norway vs France,Shots,Will there be over 8.5 total shots on target?,0.417,41.7,teamstat,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.083,SKIP
Norway vs France,Team Total,Will France score over 0.5?,0.8659,86.6,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.263,MEDIUM
Norway vs France,Team Total,Will France score over 1.5?,0.5965,59.7,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.069,SKIP
Norway vs France,Team Total,Will Norway score over 0.5?,0.6754,67.5,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.126,MEDIUM
Norway vs France,Team Total,Will Norway score over 1.5?,0.3101,31.0,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.137,MEDIUM
Norway vs France,Total Goals,Will total goals be over 1.5?,0.824,82.4,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.117,SKIP
Norway vs France,Total Goals,Will total goals be over 2.5?,0.6063,60.6,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.038,SKIP
Norway vs France,Total Goals,Will total goals be over 3.5?,0.3829,38.3,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.042,SKIP
Norway vs France,Total Goals O/E,Will the total goals be even?,0.5088,50.9,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.001,SKIP
Norway vs France,Total Goals O/E,Will the total goals be odd?,0.4912,49.1,poisson,,2026-06-26T19:00:00Z,b86b4d60f773e9e3c46c00e9a6496e79,0.931,0.017,,1.0,0.001,SKIP
Senegal vs Iraq,1st Half,Will Iraq lead at half-time?,0.1008,10.1,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.305,MEDIUM
Senegal vs Iraq,1st Half,Will Senegal lead at half-time?,0.5886,58.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.068,SKIP
Senegal vs Iraq,1st Half,Will it be level at half-time?,0.3106,31.1,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.145,MEDIUM
Senegal vs Iraq,1st Half,Will there be over 0.5 goals in the 1st half?,0.7913,79.1,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.223,MEDIUM
Senegal vs Iraq,1st Half,Will there be over 1.5 goals in the 1st half?,0.4735,47.3,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.02,SKIP
Senegal vs Iraq,2nd Half,Will there be over 1.5 goals in the 2nd half?,0.5802,58.0,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.061,SKIP
Senegal vs Iraq,BTTS,Will NOT both teams score?,0.4925,49.3,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.003,SKIP
Senegal vs Iraq,BTTS,Will both teams score?,0.5075,50.7,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.003,SKIP
Senegal vs Iraq,Cards,Will Senegal receive more cards than Iraq?,0.4159,41.6,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.084,SKIP
Senegal vs Iraq,Cards,Will there be over 2.5 total cards?,0.7216,72.2,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.222,MEDIUM
Senegal vs Iraq,Cards,Will there be over 3.5 total cards?,0.5145,51.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.014,SKIP
Senegal vs Iraq,Cards,Will there be over 4.5 total cards?,0.3209,32.1,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.179,MEDIUM
Senegal vs Iraq,Corners,Will Senegal win more corners than Iraq?,0.5041,50.4,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.004,SKIP
Senegal vs Iraq,Corners,Will there be over 10.5 total corners?,0.1915,19.2,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.308,MEDIUM
Senegal vs Iraq,Corners,Will there be over 8.5 total corners?,0.4178,41.8,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.082,SKIP
Senegal vs Iraq,Corners,Will there be over 9.5 total corners?,0.2926,29.3,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.207,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 1-0 Iraq?,0.0787,7.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.19,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 2-0 Iraq?,0.1114,11.1,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.175,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 2-1 Iraq?,0.0864,8.6,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.186,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 3-0 Iraq?,0.102,10.2,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.179,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 3-1 Iraq?,0.0791,7.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.189,MEDIUM
Senegal vs Iraq,Correct Score,Will the score be Senegal 4-0 Iraq?,0.07,7.0,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.194,MEDIUM
Senegal vs Iraq,Double Chance,Iraq or Draw (X2),0.2172,21.7,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.255,MEDIUM
Senegal vs Iraq,Double Chance,Senegal or Draw (1X),0.923,92.3,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.381,MEDIUM
Senegal vs Iraq,Double Chance,Senegal or Iraq (12),0.8598,86.0,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.324,MEDIUM
Senegal vs Iraq,First To Score,Will Iraq score first?,0.2133,21.3,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.181,MEDIUM
Senegal vs Iraq,First To Score,Will Senegal score first?,0.7546,75.5,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.16,MEDIUM
Senegal vs Iraq,First To Score,Will there be no goals (0-0)?,0.0321,3.2,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.295,MEDIUM
Senegal vs Iraq,Fouls,Will Iraq commit over 11.5 fouls?,0.5046,50.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.005,SKIP
Senegal vs Iraq,Fouls,Will Senegal commit more fouls than Iraq?,0.4761,47.6,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.024,SKIP
Senegal vs Iraq,Fouls,Will Senegal commit over 11.5 fouls?,0.5292,52.9,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.029,SKIP
Senegal vs Iraq,Fouls,Will there be over 20.5 total fouls?,0.7334,73.3,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.233,MEDIUM
Senegal vs Iraq,Fouls,Will there be over 22.5 total fouls?,0.5789,57.9,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.079,SKIP
Senegal vs Iraq,Fouls,Will there be over 24.5 total fouls?,0.4158,41.6,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.084,SKIP
Senegal vs Iraq,Half Compare,Will the 2nd half have more goals than the 1st?,0.52,52.0,heuristic,2H slightly goal-heavier on average,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.001,SKIP
Senegal vs Iraq,Handicap,Will Iraq avoid losing by 2+ (+1.5)?,0.4191,41.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.062,SKIP
Senegal vs Iraq,Handicap,Will Iraq win by 2+ goals?,0.03,3.0,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.36,MEDIUM
Senegal vs Iraq,Handicap,Will Senegal avoid losing by 2+ (+1.5)?,0.97,97.0,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.36,MEDIUM
Senegal vs Iraq,Handicap,Will Senegal win by 2+ goals?,0.5809,58.1,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.062,SKIP
Senegal vs Iraq,Handicap,Will Senegal win by 3+ goals?,0.366,36.6,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.103,SKIP
Senegal vs Iraq,Moneyline,Will Iraq win the match?,0.077,7.7,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.338,MEDIUM
Senegal vs Iraq,Moneyline,Will Senegal win the match?,0.7828,78.3,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.226,MEDIUM
Senegal vs Iraq,Moneyline,Will the match end in a draw?,0.1402,14.0,sharp:pinnacle,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.288,MEDIUM
Senegal vs Iraq,Offsides,Will Iraq be caught offside 2 or more times?,0.5286,52.9,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.029,SKIP
Senegal vs Iraq,Offsides,Will Senegal be caught offside 2 or more times?,0.6018,60.2,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.102,SKIP
Senegal vs Iraq,Offsides,Will Senegal be caught offside more often than Iraq?,0.4451,44.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.055,SKIP
Senegal vs Iraq,Offsides,Will there be over 2.5 total offsides?,0.7311,73.1,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.231,MEDIUM
Senegal vs Iraq,Offsides,Will there be over 3.5 total offsides?,0.5266,52.7,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.027,SKIP
Senegal vs Iraq,Offsides,Will there be over 4.5 total offsides?,0.3322,33.2,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.168,MEDIUM
Senegal vs Iraq,Shots,Will Senegal have more shots on target than Iraq?,0.4453,44.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.055,SKIP
Senegal vs Iraq,Shots,Will Senegal have more shots than Iraq?,0.5649,56.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.065,SKIP
Senegal vs Iraq,Shots,Will there be over 20.5 total shots?,0.3247,32.5,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.175,MEDIUM
Senegal vs Iraq,Shots,Will there be over 24.5 total shots?,0.0929,9.3,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.407,MEDIUM
Senegal vs Iraq,Shots,Will there be over 7.5 total shots on target?,0.3188,31.9,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.181,MEDIUM
Senegal vs Iraq,Shots,Will there be over 8.5 total shots on target?,0.2016,20.2,teamstat,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.298,MEDIUM
Senegal vs Iraq,Team Total,Will Iraq score over 0.5?,0.5396,54.0,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.029,SKIP
Senegal vs Iraq,Team Total,Will Iraq score over 1.5?,0.1825,18.2,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.229,MEDIUM
Senegal vs Iraq,Team Total,Will Senegal score over 0.5?,0.9357,93.6,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.314,MEDIUM
Senegal vs Iraq,Team Total,Will Senegal score over 1.5?,0.7593,75.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.187,MEDIUM
Senegal vs Iraq,Total Goals,Will total goals be over 1.5?,0.8688,86.9,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.133,MEDIUM
Senegal vs Iraq,Total Goals,Will total goals be over 2.5?,0.6829,68.3,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.066,SKIP
Senegal vs Iraq,Total Goals,Will total goals be over 3.5?,0.4678,46.8,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.012,SKIP
Senegal vs Iraq,Total Goals O/E,Will the total goals be even?,0.5055,50.5,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.0,SKIP
Senegal vs Iraq,Total Goals O/E,Will the total goals be odd?,0.4945,49.5,poisson,,2026-06-26T19:00:00Z,7e6aee294ea1a4792c59558791084528,0.857,0.0,,1.0,0.0,SKIP
Cape Verde vs Saudi Arabia,1st Half,Will Cape Verde lead at half-time?,0.291,29.1,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.16,MEDIUM
Cape Verde vs Saudi Arabia,1st Half,Will Saudi Arabia lead at half-time?,0.2624,26.2,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.182,MEDIUM
Cape Verde vs Saudi Arabia,1st Half,Will it be level at half-time?,0.4466,44.7,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.041,SKIP
Cape Verde vs Saudi Arabia,1st Half,Will there be over 0.5 goals in the 1st half?,0.6671,66.7,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.128,MEDIUM
Cape Verde vs Saudi Arabia,1st Half,Will there be over 1.5 goals in the 1st half?,0.3095,30.9,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.146,MEDIUM
Cape Verde vs Saudi Arabia,2nd Half,Will there be over 1.5 goals in the 2nd half?,0.3987,39.9,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.077,SKIP
Cape Verde vs Saudi Arabia,BTTS,Will NOT both teams score?,0.4924,49.2,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.003,SKIP
Cape Verde vs Saudi Arabia,BTTS,Will both teams score?,0.5076,50.8,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.003,SKIP
Cape Verde vs Saudi Arabia,Cards,Will Cape Verde receive more cards than Saudi Arabia?,0.2614,26.1,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.239,MEDIUM
Cape Verde vs Saudi Arabia,Cards,Will there be over 2.5 total cards?,0.6605,66.0,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.16,MEDIUM
Cape Verde vs Saudi Arabia,Cards,Will there be over 3.5 total cards?,0.4419,44.2,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.058,SKIP
Cape Verde vs Saudi Arabia,Cards,Will there be over 4.5 total cards?,0.256,25.6,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.244,MEDIUM
Cape Verde vs Saudi Arabia,Corners,Will Cape Verde win more corners than Saudi Arabia?,0.7008,70.1,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.201,MEDIUM
Cape Verde vs Saudi Arabia,Corners,Will there be over 10.5 total corners?,0.1578,15.8,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.342,MEDIUM
Cape Verde vs Saudi Arabia,Corners,Will there be over 8.5 total corners?,0.3692,36.9,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.131,MEDIUM
Cape Verde vs Saudi Arabia,Corners,Will there be over 9.5 total corners?,0.2499,25.0,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.25,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 0-0 Saudi Arabia?,0.0896,9.0,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.185,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 0-1 Saudi Arabia?,0.0951,9.5,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.182,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 1-0 Saudi Arabia?,0.1033,10.3,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.179,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 1-1 Saudi Arabia?,0.1339,13.4,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.165,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 1-2 Saudi Arabia?,0.0764,7.6,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.191,MEDIUM
Cape Verde vs Saudi Arabia,Correct Score,Will the score be Cape Verde 2-1 Saudi Arabia?,0.0827,8.3,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.188,MEDIUM
Cape Verde vs Saudi Arabia,Double Chance,Cape Verde or Draw (1X),0.6642,66.4,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.148,MEDIUM
Cape Verde vs Saudi Arabia,Double Chance,Cape Verde or Saudi Arabia (12),0.7182,71.8,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.196,MEDIUM
Cape Verde vs Saudi Arabia,Double Chance,Saudi Arabia or Draw (X2),0.6176,61.8,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.106,SKIP
Cape Verde vs Saudi Arabia,First To Score,Will Cape Verde score first?,0.4731,47.3,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.017,SKIP
Cape Verde vs Saudi Arabia,First To Score,Will Saudi Arabia score first?,0.4372,43.7,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.04,SKIP
Cape Verde vs Saudi Arabia,First To Score,Will there be no goals (0-0)?,0.0896,9.0,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.259,MEDIUM
Cape Verde vs Saudi Arabia,Fouls,Will Cape Verde commit more fouls than Saudi Arabia?,0.4993,49.9,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.001,SKIP
Cape Verde vs Saudi Arabia,Fouls,Will Cape Verde commit over 11.5 fouls?,0.5066,50.7,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.007,SKIP
Cape Verde vs Saudi Arabia,Fouls,Will Saudi Arabia commit over 11.5 fouls?,0.4481,44.8,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.052,SKIP
Cape Verde vs Saudi Arabia,Fouls,Will there be over 20.5 total fouls?,0.6866,68.7,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.187,MEDIUM
Cape Verde vs Saudi Arabia,Fouls,Will there be over 22.5 total fouls?,0.5239,52.4,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.024,SKIP
Cape Verde vs Saudi Arabia,Fouls,Will there be over 24.5 total fouls?,0.3618,36.2,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.138,MEDIUM
Cape Verde vs Saudi Arabia,Half Compare,Will the 2nd half have more goals than the 1st?,0.52,52.0,heuristic,2H slightly goal-heavier on average,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.001,SKIP
Cape Verde vs Saudi Arabia,Handicap,Will Cape Verde avoid losing by 2+ (+1.5)?,0.8578,85.8,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.274,MEDIUM
Cape Verde vs Saudi Arabia,Handicap,Will Cape Verde win by 2+ goals?,0.1725,17.2,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.251,MEDIUM
Cape Verde vs Saudi Arabia,Handicap,Will Cape Verde win by 3+ goals?,0.0599,6.0,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.337,MEDIUM
Cape Verde vs Saudi Arabia,Handicap,Will Saudi Arabia avoid losing by 2+ (+1.5)?,0.8275,82.8,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.251,MEDIUM
Cape Verde vs Saudi Arabia,Handicap,Will Saudi Arabia win by 2+ goals?,0.1422,14.2,poisson,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.274,MEDIUM
Cape Verde vs Saudi Arabia,Moneyline,Will Cape Verde win the match?,0.3824,38.2,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.094,SKIP
Cape Verde vs Saudi Arabia,Moneyline,Will Saudi Arabia win the match?,0.3358,33.6,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.131,MEDIUM
Cape Verde vs Saudi Arabia,Moneyline,Will the match end in a draw?,0.2818,28.2,sharp:pinnacle,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.175,MEDIUM
Cape Verde vs Saudi Arabia,Offsides,Will Cape Verde be caught offside 2 or more times?,0.754,75.4,teamstat,,2026-06-27T00:00:00Z,e07b1926be5a4d515c7eb108dbcee9c5,0.833,0.0,,1.0,0.254,MEDIUM
